index,prediction
30712,"Sorry, as a base VLM I am not trained to answer this question."
30713,12v
30714,"6"""
30715,"8"""
30716,13.4cm
30717,13.4cm
30718,11 in
30719,8.9cm
30720,80cm
30721,80cm
30722,6.3in
30723,29.46cm
30724,5.2 in (13 cm)
30725,1000g
30726,"Sorry, as a base VLM I am not trained to answer this question."
30727,"Sorry, as a base VLM I am not trained to answer this question."
30728,"Sorry, as a base VLM I am not trained to answer this question."
30729,6.69
30730,"Sorry, as a base VLM I am not trained to answer this question."
30731,6.69
30732,3.1 in
30733,22cm
30734,22cm
30735,22cm
30736,30.7cm
30737,11cm
30738,2.95in
30739,2.95in
30740,"11"""
30741,"14"""
30742,16mm
30743,16mm
30744,"12.5"""
30745,200lbs
30746,57.5 cm
30747,400
30748,unanswerable
30749,4.84
30750,10.5cm/4.13in
30751,14in
30752,14in
30753,330.00 pounds
30754,12v
30755,32 oz
30756,3.78 in 96 mm
30757,0.5 in / 1.4 cm
30758,0.5 in / 1.4 cm
30759,32 oz
30760,4 inch
30761,10.6 inch
30762,27cm
30763,26cm
30764,6 inches
30765,2 inches
30766,"Sorry, as a base VLM I am not trained to answer this question."
30767,60w
30768,"Sorry, as a base VLM I am not trained to answer this question."
30769,27.6 cm
30770,"40"""
30771,42.5
30772,60cm
30773,13.89in/30cm
30774,13.69
30775,92mm
30776,0.7in
30777,0.7in
30778,4.25 inches
30779,4.25 inches
30780,7inch
30781,1.65inch
30782,640gb
30783,10cm(3.94inch)
30784,55
30785,3.6 ounces
30786,36inch
30787,165.0 pounds
30788,17cm/6.69inch
30789,170cm/67inch
30790,8.65in
30791,15cm/5.9in
30792,"100,5 cm"
30793,45 cm
30794,"15.75"""
30795,3ft/90cm
30796,50cm
30797,50cm
30798,70cm
30799,"Sorry, as a base VLM I am not trained to answer this question."
30800,unanswerable
30801,"Sorry, as a base VLM I am not trained to answer this question."
30802,10inch
30803,4.5inch
30804,4.5inch
30805,unanswerable
30806,8 inches
30807,4.8cm
30808,4.8cm
30809,38cm
30810,"45cm/18"""
30811,45cm
30812,"5.5"""
30813,0.42kg
30814,5cm
30815,12.5cm/4.9inch
30816,4.9inch
30817,12 cm
30818,0.78 inch
30819,0.78 inch
30820,70 cm
30821,70 cm
30822,25cm
30823,72 inch
30824,34 inch
30825,5.1 in / 13 cm
30826,9.4 in / 24 cm
30827,9.7in
30828,"4.75"""
30829,"6.25"""
30830,"4.75"""
30831,33.5
30832,1.5 in/3.81cm
30833,18.5cm
30834,41mm
30835,9.45in
30836,3.3 in / 8.5 cm
30837,4.7 in / 12 cm
30838,unanswerable
30839,"3"" x 50"""
30840,"3"" x 50"""
30841,6.5cm
30842,8.5cm
30843,"2.4"""
30844,6
30845,1 lb
30846,120v
30847,1200w
30848,30 inches
30849,30 inches
30850,30 to 39 inches
30851,"29"""
30852,12.8cm/5.04in
30853,"16"""
30854,"18"""
30855,56 cm
30856,"110 cm(43.3"" )"
30857,16
30858,10.5
30859,70 cm
30860,235mm
30861,45mm
30862,3.5cm
30863,"41.5"""
30864,210 cm
30865,210 cm
30866,100mm
30867,2.45m (8ft)
30868,132mm
30869,132mm
30870,75mm
30871,200 cm
30872,180 cm
30873,1.6 in/4cm
30874,34cm
30875,4.7 in / 12 cm
30876,4.3inch
30877,23mm
30878,0.91
30879,340 g
30880,8.0 grams
30881,45
30882,11.5cm
30883,11.5cm
30884,6.4 inch
30885,1.5 inch
30886,800lb
30887,800lb
30888,3.3in
30889,13.8in
30890,34.2 oz
30891,330lbs
30892,12.5cm
30893,18.5cm 56.8cm 68cm
30894,18.5cm
30895,10.63 inch
30896,7.31in
30897,"17"" 43.5cm"
30898,120v
30899,unanswerable
30900,12.5 in / 32 cm
30901,11.8 in / 30 cm
30902,11.8 in / 30 cm
30903,34.5cm
30904,2.1cm
30905,21cm
30906,5.4 in / 13.8 cm
30907,5.4 in / 13.8 cm
30908,87 cm
30909,32.4 inches
30910,21in/53.5cm
30911,5
30912,3.15inch
30913,28cm
30914,25cm
30915,120cm
30916,19cm
30917,23.5cm
30918,19cm
30919,33g
30920,70
30921,40mm
30922,"72"""
30923,"30"""
30924,8.2cm/3.2in
30925,8.2cm/3.2in
30926,32 oz
30927,unanswerable
30928,unanswerable
30929,unanswerable
30930,76 cm
30931,"75,5 cm"
30932,"15,5"
30933,"15,5"
30934,"87 cm/ 34"""
30935,20mm
30936,8cm
30937,90 cm
30938,250 cm
30939,52
30940,"52"""
30941,unanswerable
30942,800w
30943,unanswerable
30944,"Sorry, as a base VLM I am not trained to answer this question."
30945,35cm
30946,37cm
30947,13
30948,"31"""
30949,220mm
30950,220mm
30951,13cm
30952,13cm/5.1inch
30953,47 cm
30954,3.15
30955,3.15
30956,3.35
30957,"9.5cm/3.7"""
30958,"Sorry, as a base VLM I am not trained to answer this question."
30959,"39"""
30960,"42"""
30961,3.34 in / 8.5 cm
30962,3.24 in / 8.5 cm
30963,11.40 cm
30964,16cm
30965,10cm
30966,4cm
30967,4cm
30968,4.8 cm
30969,4.8 cm
30970,13.2g
30971,70
30972,25 mm
30973,15cm
30974,15cm
30975,35cm
30976,1.6m
30977,10 oz
30978,1.8cm
30979,1 inch
30980,4inch
30981,2.9in/7.5cm
30982,2.9in/7.5cm
30983,22cm
30984,150 cm
30985,15.3cm/6in
30986,11cm
30987,"Sorry, as a base VLM I am not trained to answer this question."
30988,"Sorry, as a base VLM I am not trained to answer this question."
30989,15.7 inch
30990,40cm/15.7inch
30991,1.5 inch
30992,9.3cm
30993,9.3cm
30994,35 cm
30995,2.56in
30996,2.56in
30997,3ft
30998,3ft
30999,5
31000,52mm
31001,22mm
31002,unanswerable
31003,125 cm
31004,5.3 in
31005,10 pounds
31006,23in
31007,8.75
31008,10.04 in
31009,10.04 in (25.5cm)
31010,10cm
31011,230mm
31012,10cm
31013,20 lb
31014,60cm
31015,"30.5"""
31016,"Sorry, as a base VLM I am not trained to answer this question."
31017,17 in
31018,17 in
31019,2.95inch/7.5cm
31020,2.95inch/7.5cm
31021,45cm
31022,7.5cm
31023,"Sorry, as a base VLM I am not trained to answer this question."
31024,"Sorry, as a base VLM I am not trained to answer this question."
31025,"185mm(7.1"")"
31026,"Sorry, as a base VLM I am not trained to answer this question."
31027,2.36
31028,1.88inches
31029,1200
31030,120
31031,5/10/120cm
31032,7.2ft/220cm
31033,100cm
31034,8.11
31035,"19"""
31036,3.7cm
31037,3.7cm
31038,190mm
31039,"Sorry, as a base VLM I am not trained to answer this question."
31040,28 mm
31041,18 mm
31042,8.5cm/3.3in
31043,cm
31044,"33.07"""
31045,3 in
31046,26.5cm
31047,13.6cm
31048,6 1/4 in
31049,6 1/4 in
31050,"Sorry, as a base VLM I am not trained to answer this question."
31051,"Sorry, as a base VLM I am not trained to answer this question."
31052,250 ml
31053,24
31054,9.5cm
31055,9.5cm
31056,42cm
31057,42cm
31058,100g
31059,100g
31060,2.5
31061,2.5 cm
31062,9 cm
31063,1.96in
31064,94 cm
31065,76 cm
31066,154mm
31067,220lbs
31068,30 cm
31069,167 cm
31070,1050w
31071,9cm
31072,9cm
31073,3.9in
31074,42cm
31075,27.9cm/11in
31076,"Sorry, as a base VLM I am not trained to answer this question."
31077,120
31078,"Sorry, as a base VLM I am not trained to answer this question."
31079,"3,150"
31080,1700w
31081,24 in
31082,24 in
31083,120v
31084,1400 watts
31085,"Sorry, as a base VLM I am not trained to answer this question."
31086,4 in
31087,4 in
31088,8.66 in / 22 cm
31089,2.55 in / 6.5 cm
31090,unanswerable
31091,0.32oz
31092,50v
31093,82cm/32.28in
31094,2.75 inch
31095,2.75 inch
31096,2.75 inch
31097,32 oz
31098,32 oz
31099,13.75 oz
31100,8.0 inch
31101,3.5 inch
31102,80cm
31103,80cm
31104,80cm
31105,51mm
31106,0.46in
31107,2.10in
31108,3.15 inch
31109,3.15 inch
31110,10g
31111,8in
31112,4.10cm
31113,4.60cm
31114,170cm
31115,220cm
31116,"4"" (10cm)"
31117,1.38in
31118,1.38in
31119,3.55 in
31120,8.66in
31121,1.3in/3.5cm
31122,12cm/4.7in
31123,9.5cm/3.7in
31124,18cm
31125,18cm
31126,"66.92"""
31127,34in
31128,780mm
31129,"Sorry, as a base VLM I am not trained to answer this question."
31130,3.4in
31131,19.5cm
31132,10oz
31133,16cm/6.3in
31134,55cm/21.65in
31135,5.3in
31136,5.3in
31137,"12"""
31138,"12"""
31139,"12"""
31140,15.1
31141,0.4cm/0.16inch
31142,26cm/10inch
31143,27cm
31144,1800 watts
31145,80cm
31146,11cm/4.3in
31147,"33.5"""
31148,44 cm
31149,14 inch
31150,14 inch
31151,8 inch
31152,21cm
31153,31 cm
31154,15cm
31155,23.1kg
31156,0.4inch
31157,0.5
31158,60cm
31159,14 inches
31160,14 inches
31161,98.5cm
31162,125mm
31163,125mm
31164,3.54
31165,4.3
31166,"9"""
31167,"12"""
31168,"9"""
31169,13 oz
31170,4.2in/10.7cm
31171,4.2in/10.7cm
31172,372mm
31173,7.5cm
31174,100 cm
31175,40 cm
31176,25
31177,15mm
31178,220mm/8.66in
31179,100mm (3.93 in)
31180,24cm
31181,9.4
31182,9.4 inches
31183,47cm
31184,4 inch
31185,8.35 oz
31186,17cm
31187,120
31188,120v
31189,12inch
31190,5.12inch
31191,5.12inch
31192,56 cm
31193,"118 cm(65.4"" )"
31194,22 cm
31195,22 cm
31196,42
31197,"5.2"""
31198,13cm
31199,13.5 in
31200,46cm/18in
31201,180
31202,600 mm
31203,"Sorry, as a base VLM I am not trained to answer this question."
31204,unanswerable
31205,9 inches
31206,50lb
31207,2.6 inch
31208,17.7
31209,17.7
31210,"Sorry, as a base VLM I am not trained to answer this question."
31211,930w
31212,11.5 cm
31213,8.8 cm
31214,38cm/15inch
31215,140g
31216,110v
31217,110v
31218,"Sorry, as a base VLM I am not trained to answer this question."
31219,150mm / 5.9in
31220,2.75in /7cm
31221,2.75in /7cm
31222,1440
31223,120
31224,"Sorry, as a base VLM I am not trained to answer this question."
31225,5
31226,24cm
31227,45 cm
31228,45 cm
31229,0.83inch / 2.15cm
31230,8.26inch
31231,4.1 in
31232,3000rpm
31233,unanswerable
31234,180 cm
31235,27.5cm
31236,10cm
31237,4.32
31238,28mm
31239,"7cm/2.7"""
31240,unanswerable
31241,"7,5cm"
31242,"7,5cm"
31243,"12,5cm"
31244,24cm
31245,24cm
31246,7.8cm
31247,7.8cm
31248,3.58 in 91 mm
31249,2.7in
31250,26cm/10.23in
31251,3.74 in
31252,"21.25"""
31253,9cm
31254,3500w
31255,"Sorry, as a base VLM I am not trained to answer this question."
31256,unanswerable
31257,"Sorry, as a base VLM I am not trained to answer this question."
31258,"Sorry, as a base VLM I am not trained to answer this question."
31259,300 lbs
31260,12 cm
31261,5 inch
31262,5 inch
31263,2.8cm
31264,"14"""
31265,24.5cm/9.64in
31266,5.51
31267,75 x 100 cm
31268,11 inches 8.5 inches
31269,8.5 inches
31270,0.8 inch
31271,0.8 inch
31272,0.8 inch
31273,17cm
31274,100 watts
31275,"Sorry, as a base VLM I am not trained to answer this question."
31276,100cm
31277,11 inch / 28 cm
31278,6.6ft
31279,6.6ft
31280,6.5
31281,6.5/in
31282,3.4 oz
31283,18cm / 7.09in
31284,20cm/7.87in
31285,5.5cm
31286,unanswerable
31287,95mm
31288,10ft
31289,10ft (3m)
31290,155 cm
31291,"21"""
31292,"21"" 8"""
31293,0.9in
31294,2.4inch
31295,26cm/10.24inch
31296,36
31297,"29.7"""
31298,17.5cm/6.89in
31299,"5 1/4"""
31300,7.08in/18cm
31301,72 inch
31302,72 inch
31303,250kg
31304,250kg
31305,64.8cm 64.8cm
31306,64.8cm
31307,"64.8cm, 64.8cm"
31308,"35"""
31309,23cm/9in
31310,5.9in
31311,30.3
31312,4cm
31313,13cm
31314,1.5w
31315,12v
31316,90cm
31317,8.66 inch
31318,8.66 inch
31319,2 mm
31320,3.6v
31321,12 mm/0.4 in
31322,12 mm/0.4 in
31323,2.5g
31324,11.5cm
31325,11cm
31326,40 cm
31327,79 cm
31328,"2.75"" (7cm)"
31329,"2.75"" (7cm)"
31330,173mm
31331,73mm
31332,"2"""
31333,8cm
31334,8cm
31335,8.5 oz
31336,"1.3/16"" (30.5mm)"
31337,4cm/1.57in
31338,4cm/1.57in
31339,33cm/12.9in
31340,12.5
31341,12.5
31342,2 inch
31343,2 inch
31344,12.75
31345,11.5cm
31346,13
31347,12.5cm
31348,48mm
31349,48mm
31350,30g
31351,"11/2"""
31352,"1/8"""
31353,72mm
31354,20.5mm
31355,29.21cm
31356,37cm/14.5in
31357,1.8in
31358,2.5 cm
31359,5.9 in / 15 cm
31360,11kg
31361,50mm
31362,600g
31363,1800w
31364,15mm
31365,15mm
31366,120mm
31367,0.83inch
31368,0.81inch
31369,32.5cm
31370,3.4 in / 8.7 cm
31371,1.96 in / 5 cm
31372,4.5cm
31373,31cm/12.2in
31374,31cm/12.2in
31375,"Sorry, as a base VLM I am not trained to answer this question."
31376,28mm
31377,2.2m
31378,13 oz
31379,"42,5 cm"
31380,88 cm
31381,10cm
31382,7 in / 18 cm
31383,4.3 in / 11 cm
31384,8 fl oz
31385,"75.5"""
31386,65 cm
31387,11cm
31388,14cm/5.5in
31389,39.4in
31390,3.3
31391,20cm
31392,7cm
31393,7cm
31394,270cm/106.3in
31395,78cm
31396,22.5cm
31397,8.85 inch
31398,17.5cm 30cm
31399,30cm
31400,1500w
31401,15cm
31402,39cm
31403,11.5
31404,36000 mah
31405,9cm
31406,70mm
31407,1.9 in / 5 cm
31408,3.35 inch
31409,3.35 inch
31410,420 mm
31411,420 mm
31412,unanswerable
31413,24.5cm
31414,8
31415,200mm/7.9in
31416,71.5
31417,71.5
31418,75 cm
31419,40 cm
31420,1.4inch
31421,240 ml
31422,196 cm
31423,2.55 m
31424,15mm
31425,150mm
31426,12v
31427,13 cm
31428,30x60cm
31429,9in
31430,2in
31431,6.4 cm
31432,6.5 cm
31433,"Sorry, as a base VLM I am not trained to answer this question."
31434,10 inch
31435,105cm
31436,43.98cm
31437,500g
31438,25 in/65 cm
31439,180cm
31440,180cm
31441,3.94 inch
31442,1.9in/5cm
31443,40cm
31444,9.2 in
31445,31.5
31446,150mm
31447,5.1in
31448,5.1in
31449,33.5
31450,4.3 in
31451,4.3 in
31452,1.38 in / 3.5 cm
31453,0.86 in / 2.2 cm
31454,0.86 in / 2.2 cm
31455,"Sorry, as a base VLM I am not trained to answer this question."
31456,"Sorry, as a base VLM I am not trained to answer this question."
31457,14in
31458,32cm
31459,86 cm
31460,16 oz
31461,2l
31462,ml
31463,12cm
31464,6'
31465,4.8 cm
31466,4.8 cm
31467,8.5cm
31468,15.4
31469,7.8 in
31470,7.8 in
31471,29cm
31472,3.75
31473,3.4in
31474,48in
31475,123cm
31476,48in
31477,16.1in
31478,15.2in
31479,0.28kg
31480,8cm/3.14in
31481,6 cm
31482,6 cm
31483,8.5cm
31484,175mm
31485,2.5
31486,1.7in/44mm
31487,1.7in/44mm
31488,67mm
31489,55mm-67mm
31490,245 lb
31491,"5.1"""
31492,"5.1"""
31493,"15"""
31494,60cm
31495,72cm
31496,"12"""
31497,1.5cm
31498,6.2in/15.7cm
31499,6.2in/15.2cm
31500,5.9inch
31501,5.9inch
31502,13.3in
31503,1.77
31504,3.5 in / 9 cm
31505,3.5 in / 9 cm
31506,17 lbs
31507,"7.6"""
31508,80 cm
31509,20cm 7.87inch
31510,5.90
31511,28cm
31512,3.3v
31513,0.63
31514,0.79
31515,18v
31516,1.7cm
31517,0.8cm 1.7cm
31518,37mm 1.46inch
31519,37mm 1.46inch
31520,unanswerable
31521,12v
31522,2.50
31523,4.5 inch
31524,13.5 inch
31525,141g
31526,50x85cm
31527,50x85cm
31528,2.5cm/0.98in
31529,12 cm
31530,7.5 inch
31531,2 inch
31532,"Sorry, as a base VLM I am not trained to answer this question."
31533,70 inch
31534,60cm
31535,"3.4"""
31536,2.16 in / 5.5 cm
31537,3.14 in / 8 cm
31538,23.5 cm
31539,10cm
31540,2.5cm/1in
31541,28cm/11in
31542,14.8 in
31543,7 in
31544,7 in
31545,1.6 in / 4.1 cm
31546,2.5 in
31547,"Sorry, as a base VLM I am not trained to answer this question."
31548,6.0in
31549,"6.7"""
31550,1
31551,1.6cm
31552,"1-5/8"""
31553,"Sorry, as a base VLM I am not trained to answer this question."
31554,"Sorry, as a base VLM I am not trained to answer this question."
31555,12v
31556,12v
31557,unanswerable
31558,153 mm
31559,3.5inch
31560,7.72
31561,7.72
31562,18.75cm
31563,"35.6"""
31564,3.3cm
31565,2.83in
31566,3.1cm/1.22in
31567,12v
31568,13cm
31569,20 cm
31570,20 cm
31571,80 cm
31572,6.5cm/2.56in
31573,13.5cm/5.3in
31574,3w
31575,3.5v
31576,4 inch 7 cm
31577,7 cm 4 inch
31578,12cm / 4.7in
31579,15 in
31580,15
31581,46.5cm
31582,6.85inch
31583,13.6
31584,75 cm
31585,"75 cm(29.5"")"
31586,4.8 inch
31587,4.8 inch
31588,7 cm
31589,7 cm
31590,7 cm
31591,2.55in
31592,5.1in
31593,16cm
31594,41cm
31595,"29.5"""
31596,19cm
31597,6cm
31598,180.0 grams
31599,2000g
31600,2000g
31601,7.5cm
31602,75.8 mm
31603,75.8 mm
31604,about 23cm
31605,about 6.8cm
31606,80cm
31607,1.2lb
31608,25 cm
31609,25
31610,70cm
31611,80cm
31612,24mm
31613,40mm
31614,5.5cm
31615,37cm
31616,2cm
31617,2cm
31618,"Sorry, as a base VLM I am not trained to answer this question."
31619,120v
31620,62 w
31621,2.56inch
31622,0.14kg
31623,5.89in
31624,25 cms
31625,"55mm/2"""
31626,"55mm/2"""
31627,244cm
31628,12 oz
31629,"13"""
31630,4.7inch
31631,"23.5 cm/9.3"""
31632,2.7
31633,80.5cm
31634,60cm
31635,9.4in
31636,2.1in
31637,23.5mm
31638,23.5mm
31639,23.5mm
31640,8 fl oz
31641,2.04ft/60cm
31642,"68""/178cm"
31643,unanswerable
31644,12v
31645,255
31646,265
31647,117 mm
31648,20
31649,5.2cm/2.17in
31650,3.1inch
31651,"11.4"""
31652,2.5 cm / 1 in
31653,14.28 oz
31654,3.5cm/1.3in
31655,15cm
31656,21 cm
31657,13mm
31658,13mm
31659,3.5oz
31660,"7"""
31661,"4.75"""
31662,1.9 in / 5.0 cm
31663,2.8cm
31664,6.5 cm
31665,20 cm
31666,27 cm
31667,2.95in/7.5cm
31668,9in/23.2cm
31669,20.2 cm
31670,3.7 in
31671,150cm
31672,1.5in
31673,1.9in /10cm
31674,12inch
31675,1.5inch
31676,12inch
31677,70mm
31678,1.5in
31679,3.8cm/ 1.5in
31680,18cm
31681,10.5cm
31682,65cm
31683,65cm
31684,15m
31685,unanswerable
31686,400mm
31687,8.4cm/3.3in
31688,3.3in
31689,17cm
31690,17cm
31691,"Sorry, as a base VLM I am not trained to answer this question."
31692,0.6 inch / 1.5cm
31693,0.6 inch / 1.5cm
31694,0.6 inch / 1.5cm
31695,11cm
31696,9
31697,30cm/7inch
31698,17.8
31699,9cm
31700,9cm
31701,9cm
31702,19.6 in / 50 cm
31703,28.7 in / 73 cm
31704,"17.5"""
31705,"Sorry, as a base VLM I am not trained to answer this question."
31706,1800w
31707,120v
31708,42cm/16.5in
31709,21.5cm
31710,8cm
31711,"1/4"""
31712,1
31713,6.3in
31714,6.3in
31715,6.3in
31716,30 cm
31717,"90 cm (35.4"")"
31718,30.7in
31719,6.49in
31720,23cm/9.05in
31721,11.3cm 4.44in
31722,2.75
31723,178.5cm
31724,27cm
31725,1.62 oz
31726,3.1
31727,1
31728,16.5cm
31729,7.5cm
31730,60 mm
31731,60 mm
31732,300.0 Grams
31733,6cm
31734,6cm
31735,10.2in
31736,2.7in
31737,2.7in
31738,31cm
31739,14inch (36cm)
31740,12in
31741,12
31742,"19"""
31743,"950w & 25,000 rpm"
31744,"950w & 25,000 rpm"
31745,"1.27"""
31746,8.5g
31747,13.5cm
31748,10.5cm
31749,6.8cm
31750,21.2cm
31751,60cm
31752,5cm
31753,2.8cm
31754,18cm
31755,18cm
31756,2.75
31757,2.75
31758,2.75
31759,8 oz
31760,55.1
31761,29.2
31762,1400w
31763,120v
31764,unanswerable
31765,"13,7 cm"
31766,7 cm
31767,7 cm
31768,6.8 lbs
31769,500g
31770,18cm
31771,2.2cm
31772,30cm
31773,30cm
31774,3.5 cm
31775,dc 24v
31776,"2.5 x 2.5"""
31777,"4 cm, 32 cm"
31778,8 inch
31779,5.5
31780,8 inch
31781,13.5 oz
31782,17.75
31783,8.6in
31784,5.5in/14cm
31785,1lb
31786,h:25cm
31787,15mm
31788,53mm
31789,53mm
31790,100cm
31791,"Sorry, as a base VLM I am not trained to answer this question."
31792,10cm
31793,71
31794,27.5
31795,27.5
31796,19.5
31797,4.2 inch
31798,45
31799,5.6cm
31800,1.5cm
31801,8.5cm
31802,32.5 lbs
31803,20.5cm
31804,2.3 in / 6 cm
31805,1.5cm
31806,9.8in
31807,50 cm
31808,"88,8 cm"
31809,8 oz
31810,25 cm
31811,12 cm
31812,14 cm
31813,70 cm
31814,14 cm
31815,8 fl oz
31816,0.98in/2.5cm
31817,25.4cm/9.90in
31818,25.4cm/9.90in
31819,1.18 in / 3 cm
31820,2.41 in
31821,6 oz (184 g)
31822,"1.6"""
31823,"7.2"""
31824,"15,5cm"
31825,2 cm
31826,2 cm
31827,3.15
31828,23mm
31829,32mm
31830,7cm
31831,52cm
31832,12.6in
31833,11.5 inches
31834,18.5 inches
31835,31 mm
31836,220 mm
31837,103mm
31838,"6,9 cm"
31839,13in/33cm
31840,110mm
31841,110mm
31842,3.11 inch
31843,33 cm
31844,33 cm
31845,12v
31846,12v 13500btu
31847,5.5in
31848,"16.9"""
31849,110v
31850,10cm
31851,10cm
31852,6cm
31853,3 oz
31854,15
31855,1.41 oz (40 g)
31856,5cm/16.4in
31857,13.3cm
31858,28.2cm
31859,300mm
31860,3.14 in / 8 cm
31861,2.75 in / 7 cm
31862,1.5 in / 4 cm
31863,15.7in
31864,17.7in/45cm
31865,45x45cm
31866,"18"""
31867,37 lbs
31868,125cm
31869,215mm
31870,12inch/30.48cm
31871,12inch/30.48cm
31872,230
31873,1.5
31874,5
31875,20
31876,"30"""
31877,15
31878,11.8 cm
31879,11.5
31880,85g
31881,18 cm
31882,"8,5 cm"
31883,120
31884,1200
31885,93 cm
31886,53 cm
31887,"16"""
31888,"16"""
31889,11.6in
31890,180 mm
31891,180 mm
31892,180 cm / 71 inch
31893,180 cm
31894,180 cm / 71 inch
31895,2 in
31896,4 in
31897,100mm (3.9in)
31898,12.3
31899,12.3
31900,12v
31901,5 in
31902,5 in
31903,"19.29"" (49cm)"
31904,300lb
31905,8 cm
31906,8 cm
31907,8 cm
31908,84 cm
31909,"35"""
31910,11.81
31911,3
31912,"1/2"""
31913,"1/4"""
31914,80 cm
31915,23.5cm/9.25in
31916,1.5 in / 38 cm
31917,8.2 in / 21 cm
31918,31.50
31919,"1.5"""
31920,3.5
31921,13.5cm
31922,about 20cm
31923,3.5 in
31924,220mm
31925,100mm
31926,680 lbs
31927,29cm (11.4inch)
31928,47mm
31929,47mm
31930,100mm
31931,11.6cm
31932,6.8cm
31933,17
31934,24
31935,1.75inch
31936,3.94inch
31937,9cm/3.5in
31938,2.37 in
31939,11cm/4.3in
31940,5.7in
31941,28.5
31942,"28"""
31943,20mm/0.79in
31944,50mm/0.79in 100mm/4.13in
31945,50mm/0.79in
31946,"32"""
31947,unanswerable
31948,100 cm
31949,1.33 inch
31950,10.6cm
31951,141 g
31952,7.6cm
31953,40kg
31954,5.3in 13.5cm
31955,8.4cm
31956,"72"""
31957,178.1g
31958,90
31959,8mm
31960,148mm
31961,90mm
31962,90mm
31963,1.1in
31964,10
31965,100cm
31966,100cm
31967,31.5cm
31968,2.32 lbs
31969,"Sorry, as a base VLM I am not trained to answer this question."
31970,4
31971,4.1in/10.5cm
31972,21.3in/54.0cm
31973,"Sorry, as a base VLM I am not trained to answer this question."
31974,"16cm/6.33"""
31975,"3.9"" / 9.9cm"
31976,"15.72"" 39.9cm"
31977,3.5 oz
31978,"Sorry, as a base VLM I am not trained to answer this question."
31979,"Sorry, as a base VLM I am not trained to answer this question."
31980,12cm
31981,5.31 in / 13.5 cm
31982,32.2
31983,39 cm
31984,12cm
31985,12cm
31986,12cm
31987,11.8in/30cm
31988,11.8in/30cm
31989,20v
31990,10.82 in / 27.5 cm
31991,7.08 in / 18 cm
31992,8.08 in / 20 cm
31993,33 cm
31994,33 cm
31995,59 lbs
31996,21cm
31997,55cm
31998,30 inches
31999,1.5
32000,120cm
32001,25cm
32002,4.9cm/1.96inch
32003,1.3cm/0.51inch
32004,1.3cm/0.51inch
32005,270g
32006,350 lbs
32007,11.88
32008,8.75 inch
32009,1.5
32010,30cm 10in
32011,10in
32012,10cm
32013,71.5mm/2.8inch
32014,7.5mm
32015,50mm/1.96inch
32016,4.8 inches
32017,8.3 inches
32018,35cm
32019,6m
32020,6m
32021,"Sorry, as a base VLM I am not trained to answer this question."
32022,22.5g
32023,2.8 oz
32024,"Sorry, as a base VLM I am not trained to answer this question."
32025,1.5 in
32026,unanswerable
32027,100mm/3.94in
32028,2
32029,7.5cm
32030,7.5cm
32031,122 kg
32032,9.8cm/3.9in
32033,"1.57"" (40mm)"
32034,unanswerable
32035,7.6cm
32036,7.6cm
32037,48in
32038,4in
32039,43mm
32040,30mm
32041,63mm
32042,13mm
32043,13
32044,11cm/4.33inch
32045,31 cm / 12.20 inches
32046,3.43lbs
32047,10cm
32048,10cm
32049,57.5cm
32050,35cm/13.78inch
32051,35cm
32052,"11 cm (4.3"")"
32053,12.2 inch/30.99 cm
32054,12.2 inch/30.99 cm
32055,12.2 inch/30.99 cm
32056,"0.97"""
32057,6cm
32058,13cm
32059,6cm
32060,70.8
32061,32.6 inches
32062,190mm
32063,190mm
32064,180mm
32065,29 cm
32066,750 ml
32067,9.84
32068,5.99
32069,5.5 cm
32070,"41"""
32071,15.5
32072,3.2 in
32073,10.1 in
32074,40cm
32075,80cm
32076,5.91in
32077,"1"" /26mm"
32078,"1"" /26mm"
32079,600mm 480mm 1190mm
32080,0.58 kg
32081,8 cm
32082,220 lbs
32083,12mm
32084,73 cm
32085,20cm
32086,20cm
32087,"7.1"""
32088,14cm
32089,4.2 cm
32090,4.2 cm
32091,60inch
32092,30inch
32093,11cm/4.3inch
32094,2.4 inch
32095,2.4 inch
32096,"42"""
32097,ç´„3cm
32098,ç´„11cm
32099,110mm
32100,110mm
32101,25.5cm/10.04inch
32102,15cm
32103,2cm
32104,109 cm
32105,106.5 cm
32106,210cm
32107,90cm
32108,unanswerable
32109,100mm
32110,11 inch
32111,11 inch
32112,11 inch
32113,5.20
32114,3.34
32115,21 watts
32116,"Sorry, as a base VLM I am not trained to answer this question."
32117,"Sorry, as a base VLM I am not trained to answer this question."
32118,"Sorry, as a base VLM I am not trained to answer this question."
32119,1700w
32120,1700w
32121,1.3 in / 3.5 cm
32122,3.2cm
32123,4.8in
32124,4.8in
32125,"140.00 mm (5.51"")"
32126,45cm
32127,22cm
32128,15.47
32129,5cm
32130,5cm
32131,"12"""
32132,"12"""
32133,4 oz (113 g)
32134,175mm
32135,80mm
32136,"6,8 cm"
32137,"6,8 cm"
32138,13.5g
32139,11.9 cm
32140,6 cm
32141,11.5 in 29 cm
32142,11.5
32143,3.15inches
32144,3.15inches
32145,10cm
32146,40cm
32147,11cm
32148,11cm
32149,15cm/6in
32150,5 inch
32151,285mm/11.22inch
32152,"Sorry, as a base VLM I am not trained to answer this question."
32153,7.4v
32154,11cm
32155,"16 cm, 19 cm, 12 cm, 14.5 cm"
32156,"Sorry, as a base VLM I am not trained to answer this question."
32157,125w
32158,2400w
32159,3000w 110v
