index,prediction
30697,16.3 centimetre
30698,19 centimetre
30699,28 centimetre
30700,28 centimetre
30701,14 centimetre
30702,11.5 centimetre
30703,1 centimetre
30704,6.1 centimetre
30705,40 centimetre
30706,"5.5"" 1.58-inch"
30707,8.6 volt
30708,60 centimetre
30709,4.45 inch
30710,4.45 inch
30711,1.41 ounce
30712,
30713,12 volts
30714,"6"""
30715,"8"""
30716,13.4 centimetre
30717,13.4 centimetre
30718,11 inch
30719,8.9 centimetre
30720,80 centimetre
30721,80 centimetre
30722,6.3 inch
30723,29.46 centimetre
30724,5.2 inch
30725,1000 gram
30726,
30727,
30728,
30729,6.69 centimetre
30730,
30731,6.69 centimetre
30732,3.1 inch
30733,22 centimetre
30734,22 centimetre
30735,22 centimetre
30736,30.7 centimetre
30737,11 centimetre
30738,2.95 inch
30739,2.95 inch
30740,"11"""
30741,"14"""
30742,16 millimetre
30743,16 millimetre
30744,"12.5"""
30745,200 pounds
30746,57.5 centimetre
30747,400 centimetre
30748,
30749,4.84 centimetre
30750,10.5 centimetre
30751,14 inch
30752,14 inch
30753,330.00 pounds
30754,12 volts
30755,32 ounce
30756,3.78 in 96 millimetre
30757,0.5 inch
30758,0.5 inch
30759,32 ounce
30760,4 inch
30761,10.6 inch
30762,27 centimetre
30763,26 centimetre
30764,6 inches
30765,2 inches
30766,
30767,60 watts
30768,
30769,27.6 centimetre
30770,"40"""
30771,42.5 centimetre
30772,60 centimetre
30773,13.89 inch
30774,13.69 centimetre
30775,92 millimetre
30776,0.7 inch
30777,0.7 inch
30778,4.25 inches
30779,4.25 inches
30780,7 inch
30781,1.65 inch
30782,640 gb
30783,10 centimetre
30784,55 gram
30785,3.6 ounces
30786,36 inch
30787,165.0 pounds
30788,17 centimetre
30789,170 centimetre
30790,8.65 inch
30791,15 centimetre
30792,"100,5 centimetre"
30793,45 centimetre
30794,"15.75"""
30795,3 feet
30796,50 centimetre
30797,50 centimetre
30798,70 centimetre
30799,
30800,
30801,
30802,10 inch
30803,4.5 inch
30804,4.5 inch
30805,
30806,8 inches
30807,4.8 centimetre
30808,4.8 centimetre
30809,38 centimetre
30810,45 centimetre
30811,45 centimetre
30812,"5.5"""
30813,0.42 kilogram
30814,5 centimetre
30815,12.5 centimetre
30816,4.9 inch
30817,12 centimetre
30818,0.78 inch
30819,0.78 inch
30820,70 centimetre
30821,70 centimetre
30822,25 centimetre
30823,72 inch
30824,34 inch
30825,5.1 inch
30826,9.4 inch
30827,9.7 inch
30828,"4.75"""
30829,"6.25"""
30830,"4.75"""
30831,33.5 centimetre
30832,1.5 inch
30833,18.5 centimetre
30834,41 millimetre
30835,9.45 inch
30836,3.3 inch
30837,4.7 inch
30838,
30839,"3"" x 50"""
30840,"3"" x 50"""
30841,6.5 centimetre
30842,8.5 centimetre
30843,"2.4"""
30844,6 gram
30845,1 lb
30846,120 volts
30847,1200 watts
30848,30 inches
30849,30 inches
30850,30 to 39 inches
30851,"29"""
30852,12.8 centimetre
30853,"16"""
30854,"18"""
30855,56 centimetre
30856,110 centimetre
30857,16 volt
30858,10.5 watt
30859,70 centimetre
30860,235 millimetre
30861,45 millimetre
30862,3.5 centimetre
30863,"41.5"""
30864,210 centimetre
30865,210 centimetre
30866,100 millimetre
30867,2.45 metre
30868,132 millimetre
30869,132 millimetre
30870,75 millimetre
30871,200 centimetre
30872,180 centimetre
30873,1.6 inch
30874,34 centimetre
30875,4.7 inch
30876,4.3 inch
30877,23 millimetre
30878,0.91 centimetre
30879,340 gram
30880,8.0 grams
30881,45 centimetre
30882,11.5 centimetre
30883,11.5 centimetre
30884,6.4 inch
30885,1.5 inch
30886,800 lb
30887,800 lb
30888,3.3 inch
30889,13.8 inch
30890,34.2 ounce
30891,330 pounds
30892,12.5 centimetre
30893,18.5cm 56.8cm 68cm
30894,18.5 centimetre
30895,10.63 inch
30896,7.31 inch
30897,"17"" 43.5cm"
30898,120 volts
30899,
30900,12.5 inch
30901,11.8 inch
30902,11.8 inch
30903,34.5 centimetre
30904,2.1 centimetre
30905,21 centimetre
30906,5.4 inch
30907,5.4 inch
30908,87 centimetre
30909,32.4 inches
30910,21 inch
30911,5 centimetre
30912,3.15 inch
30913,28 centimetre
30914,25 centimetre
30915,120 centimetre
30916,19 centimetre
30917,23.5 centimetre
30918,19 centimetre
30919,33 gram
30920,70 centimetre
30921,40 millimetre
30922,"72"""
30923,"30"""
30924,8.2 centimetre
30925,8.2 centimetre
30926,32 ounce
30927,
30928,
30929,
30930,76 centimetre
30931,"75,5 centimetre"
30932,"15,5"
30933,"15,5"
30934,87 centimetre
30935,20 millimetre
30936,8 centimetre
30937,90 centimetre
30938,250 centimetre
30939,52 centimetre
30940,"52"""
30941,
30942,800 watts
30943,
30944,
30945,35 centimetre
30946,37 centimetre
30947,13 gram
30948,"31"""
30949,220 millimetre
30950,220 millimetre
30951,13 centimetre
30952,13 centimetre
30953,47 centimetre
30954,3.15 centimetre
30955,3.15 volt
30956,3.35 watt
30957,9.5 centimetre
30958,
30959,"39"""
30960,"42"""
30961,3.34 inch
30962,3.24 inch
30963,11.40 centimetre
30964,16 centimetre
30965,10 centimetre
30966,4 centimetre
30967,4 centimetre
30968,4.8 centimetre
30969,4.8 centimetre
30970,13.2 gram
30971,70 centimetre
30972,25 millimetre
30973,15 centimetre
30974,15 centimetre
30975,35 centimetre
30976,1.6 metre
30977,10 ounce
30978,1.8 centimetre
30979,1 inch
30980,4 inch
30981,2.9 inch
30982,2.9 inch
30983,22 centimetre
30984,150 centimetre
30985,15.3 centimetre
30986,11 centimetre
30987,
30988,
30989,15.7 inch
30990,40 centimetre
30991,1.5 inch
30992,9.3 centimetre
30993,9.3 centimetre
30994,35 centimetre
30995,2.56 inch
30996,2.56 inch
30997,3 feet
30998,3 feet
30999,5 watt
31000,52 millimetre
31001,22 millimetre
31002,
31003,125 centimetre
31004,5.3 inch
31005,10 pounds
31006,23 inch
31007,8.75 centimetre
31008,10.04 inch
31009,10.04 inch
31010,10 centimetre
31011,230 millimetre
31012,10 centimetre
31013,20 lb
31014,60 centimetre
31015,"30.5"""
31016,
31017,17 inch
31018,17 inch
31019,2.95 inch
31020,2.95 inch
31021,45 centimetre
31022,7.5 centimetre
31023,
31024,
31025,185 millimetre
31026,
31027,2.36 gram
31028,1.88 inches
31029,1200 centimetre
31030,120 centimetre
31031, 5
31032,7.2 feet
31033,100 centimetre
31034,8.11 gram
31035,"19"""
31036,3.7 centimetre
31037,3.7 centimetre
31038,190 millimetre
31039,
31040,28 millimetre
31041,18 millimetre
31042,8.5 centimetre
31043, centimetre
31044,"33.07"""
31045,3 inch
31046,26.5 centimetre
31047,13.6 centimetre
31048,6 1
31049,6 1
31050,
31051,
31052,250 millilitre
31053,24 centimetre
31054,9.5 centimetre
31055,9.5 centimetre
31056,42 centimetre
31057,42 centimetre
31058,100 gram
31059,100 gram
31060,2.5 centimetre
31061,2.5 centimetre
31062,9 centimetre
31063,1.96 inch
31064,94 centimetre
31065,76 centimetre
31066,154 millimetre
31067,220 pounds
31068,30 centimetre
31069,167 centimetre
31070,1050 watts
31071,9 centimetre
31072,9 centimetre
31073,3.9 inch
31074,42 centimetre
31075,27.9 centimetre
31076,
31077,120 centimetre
31078,
31079,"3,150"
31080,1700 watts
31081,24 inch
31082,24 inch
31083,120 volts
31084,1400 watts
31085,
31086,4 inch
31087,4 inch
31088,8.66 inch
31089,2.55 inch
31090,
31091,0.32 ounce
31092,50 volts
31093,82 centimetre
31094,2.75 inch
31095,2.75 inch
31096,2.75 inch
31097,32 ounce
31098,32 ounce
31099,13.75 ounce
31100,8.0 inch
31101,3.5 inch
31102,80 centimetre
31103,80 centimetre
31104,80 centimetre
31105,51 millimetre
31106,0.46 inch
31107,2.10 inch
31108,3.15 inch
31109,3.15 inch
31110,10 gram
31111,8 inch
31112,4.10 centimetre
31113,4.60 centimetre
31114,170 centimetre
31115,220 centimetre
31116,"4"""
31117,1.38 inch
31118,1.38 inch
31119,3.55 inch
31120,8.66 inch
31121,1.3 inch
31122,12 centimetre
31123,9.5 centimetre
31124,18 centimetre
31125,18 centimetre
31126,"66.92"""
31127,34 inch
31128,780 millimetre
31129,
31130,3.4 inch
31131,19.5 centimetre
31132,10 ounce
31133,16 centimetre
31134,55 centimetre
31135,5.3 inch
31136,5.3 inch
31137,"12"""
31138,"12"""
31139,"12"""
31140,15.1 volt
31141,0.4 centimetre
31142,26 centimetre
31143,27 centimetre
31144,1800 watts
31145,80 centimetre
31146,11 centimetre
31147,"33.5"""
31148,44 centimetre
31149,14 inch
31150,14 inch
31151,8 inch
31152,21 centimetre
31153,31 centimetre
31154,15 centimetre
31155,23.1 kilogram
31156,0.4 inch
31157,0.5 centimetre
31158,60 centimetre
31159,14 inches
31160,14 inches
31161,98.5 centimetre
31162,125 millimetre
31163,125 millimetre
31164,3.54 centimetre
31165,4.3 centimetre
31166,"9"""
31167,"12"""
31168,"9"""
31169,13 ounce
31170,4.2 inch
31171,4.2 inch
31172,372 millimetre
31173,7.5 centimetre
31174,100 centimetre
31175,40 centimetre
31176,25 centimetre
31177,15 millimetre
31178,220 millimetre
31179,100 millimetre
31180,24 centimetre
31181,9.4 centimetre
31182,9.4 inches
31183,47 centimetre
31184,4 inch
31185,8.35 ounce
31186,17 centimetre
31187,120 centimetre
31188,120 volts
31189,12 inch
31190,5.12 inch
31191,5.12 inch
31192,56 centimetre
31193,118 centimetre
31194,22 centimetre
31195,22 centimetre
31196,42 centimetre
31197,"5.2"""
31198,13 centimetre
31199,13.5 inch
31200,46 centimetre
31201,180 watt
31202,600 millimetre
31203,
31204,
31205,9 inches
31206,50 lb
31207,2.6 inch
31208,17.7 centimetre
31209,17.7 centimetre
31210,
31211,930 watts
31212,11.5 centimetre
31213,8.8 centimetre
31214,38 centimetre
31215,140 gram
31216,110 volts
31217,110 volts
31218,
31219,150 millimetre
31220,2.75 inch
31221,2.75 inch
31222,1440 centimetre
31223,120 centimetre
31224,
31225,5 centimetre
31226,24 centimetre
31227,45 centimetre
31228,45 centimetre
31229,0.83 inch
31230,8.26 inch
31231,4.1 inch
31232,3000 rpm
31233,
31234,180 centimetre
31235,27.5 centimetre
31236,10 centimetre
31237,4.32 centimetre
31238,28 millimetre
31239,7 centimetre
31240,
31241,"7,5cm"
31242,"7,5cm"
31243,"12,5cm"
31244,24 centimetre
31245,24 centimetre
31246,7.8 centimetre
31247,7.8 centimetre
31248,3.58 in 91 millimetre
31249,2.7 inch
31250,26 centimetre
31251,3.74 inch
31252,"21.25"""
31253,9 centimetre
31254,3500 watts
31255,
31256,
31257,
31258,
31259,300 pounds
31260,12 centimetre
31261,5 inch
31262,5 inch
31263,2.8 centimetre
31264,"14"""
31265,24.5 centimetre
31266,5.51 centimetre
31267,75 x 100 centimetre
31268,11 inches 8.5 inches
31269,8.5 inches
31270,0.8 inch
31271,0.8 inch
31272,0.8 inch
31273,17 centimetre
31274,100 watts
31275,
31276,100 centimetre
31277,11 inch
31278,6.6 feet
31279,6.6 feet
31280,6.5 volt
31281,6. 5
31282,3.4 ounce
31283,18 centimetre
31284,20 centimetre
31285,5.5 centimetre
31286,
31287,95 millimetre
31288,10 feet
31289,10 feet
31290,155 centimetre
31291,"21"""
31292,"21"" 8"""
31293,0.9 inch
31294,2.4 inch
31295,26 centimetre
31296,36 centimetre
31297,"29.7"""
31298,17.5 centimetre
31299,5 1
31300,7.08 inch
31301,72 inch
31302,72 inch
31303,250 kilogram
31304,250 kilogram
31305,64.8cm 64.8cm
31306,64.8 centimetre
31307,"64.8cm, 64.8cm"
31308,"35"""
31309,23 centimetre
31310,5.9 inch
31311,30.3 watt
31312,4 centimetre
31313,13 centimetre
31314,1.5 watts
31315,12 volts
31316,90 centimetre
31317,8.66 inch
31318,8.66 inch
31319,2 millimetre
31320,3.6 volts
31321,12 millimetre
31322,12 millimetre
31323,2.5 gram
31324,11.5 centimetre
31325,11 centimetre
31326,40 centimetre
31327,79 centimetre
31328,"2.75"""
31329,"2.75"""
31330,173 millimetre
31331,73 millimetre
31332,"2"""
31333,8 centimetre
31334,8 centimetre
31335,8.5 ounce
31336,1. 3
31337,4 centimetre
31338,4 centimetre
31339,33 centimetre
31340,12.5 centimetre
31341,12.5 centimetre
31342,2 inch
31343,2 inch
31344,12.75 centimetre
31345,11.5 centimetre
31346,13 centimetre
31347,12.5 centimetre
31348,48 millimetre
31349,48 millimetre
31350,30 gram
31351,1 1
31352, 1
31353,72 millimetre
31354,20.5 millimetre
31355,29.21 centimetre
31356,37 centimetre
31357,1.8 inch
31358,2.5 centimetre
31359,5.9 inch
31360,11 kilogram
31361,50 millimetre
31362,600 gram
31363,1800 watts
31364,15 millimetre
31365,15 millimetre
31366,120 millimetre
31367,0.83 inch
31368,0.81 inch
31369,32.5 centimetre
31370,3.4 inch
31371,1.96 inch
31372,4.5 centimetre
31373,31 centimetre
31374,31 centimetre
31375,
31376,28 millimetre
31377,2.2 metre
31378,13 ounce
31379,"42,5 centimetre"
31380,88 centimetre
31381,10 centimetre
31382,7 inch
31383,4.3 inch
31384,8 fl ounce
31385,"75.5"""
31386,65 centimetre
31387,11 centimetre
31388,14 centimetre
31389,39.4 inch
31390,3.3 centimetre
31391,20 centimetre
31392,7 centimetre
31393,7 centimetre
31394,270 centimetre
31395,78 centimetre
31396,22.5 centimetre
31397,8.85 inch
31398,17.5cm 30cm
31399,30 centimetre
31400,1500 watts
31401,15 centimetre
31402,39 centimetre
31403,11.5 gram
31404,36000 mah
31405,9 centimetre
31406,70 millimetre
31407,1.9 inch
31408,3.35 inch
31409,3.35 inch
31410,420 millimetre
31411,420 millimetre
31412,
31413,24.5 centimetre
31414,8 centimetre
31415,200 millimetre
31416,71.5 centimetre
31417,71.5 gram
31418,75 centimetre
31419,40 centimetre
31420,1.4 inch
31421,240 millilitre
31422,196 centimetre
31423,2.55 metre
31424,15 millimetre
31425,150 millimetre
31426,12 volts
31427,13 centimetre
31428,30 x60cm
31429,9 inch
31430,2 inch
31431,6.4 centimetre
31432,6.5 centimetre
31433,
31434,10 inch
31435,105 centimetre
31436,43.98 centimetre
31437,500 gram
31438,25 inch
31439,180 centimetre
31440,180 centimetre
31441,3.94 inch
31442,1.9 inch
31443,40 centimetre
31444,9.2 inch
31445,31.5 centimetre
31446,150 millimetre
31447,5.1 inch
31448,5.1 inch
31449,33.5 centimetre
31450,4.3 inch
31451,4.3 inch
31452,1.38 inch
31453,0.86 inch
31454,0.86 inch
31455,
31456,
31457,14 inch
31458,32 centimetre
31459,86 centimetre
31460,16 ounce
31461,2 l
31462, millilitre
31463,12 centimetre
31464,6'
31465,4.8 centimetre
31466,4.8 centimetre
31467,8.5 centimetre
31468,15.4 centimetre
31469,7.8 inch
31470,7.8 inch
31471,29 centimetre
31472,3.75 centimetre
31473,3.4 inch
31474,48 inch
31475,123 centimetre
31476,48 inch
31477,16.1 inch
31478,15.2 inch
31479,0.28 kilogram
31480,8 centimetre
31481,6 centimetre
31482,6 centimetre
31483,8.5 centimetre
31484,175 millimetre
31485,2.5 centimetre
31486,1.7 inch
31487,1.7 inch
31488,67 millimetre
31489,55mm-67mm
31490,245 lb
31491,"5.1"""
31492,"5.1"""
31493,"15"""
31494,60 centimetre
31495,72 centimetre
31496,"12"""
31497,1.5 centimetre
31498,6.2 inch
31499,6.2 inch
31500,5.9 inch
31501,5.9 inch
31502,13.3 inch
31503,1.77 centimetre
31504,3.5 inch
31505,3.5 inch
31506,17 pounds
31507,"7.6"""
31508,80 centimetre
31509,20cm 7.87inch
31510,5.90 centimetre
31511,28 centimetre
31512,3.3 volts
31513,0.63 gram
31514,0.79 centimetre
31515,18 volts
31516,1.7 centimetre
31517,0.8cm 1.7cm
31518,37mm 1.46inch
31519,37mm 1.46inch
31520,
31521,12 volts
31522,2.50 centimetre
31523,4.5 inch
31524,13.5 inch
31525,141 gram
31526,50 x85cm
31527,50 x85cm
31528,2.5 centimetre
31529,12 centimetre
31530,7.5 inch
31531,2 inch
31532,
31533,70 inch
31534,60 centimetre
31535,"3.4"""
31536,2.16 inch
31537,3.14 inch
31538,23.5 centimetre
31539,10 centimetre
31540,2.5 centimetre
31541,28 centimetre
31542,14.8 inch
31543,7 inch
31544,7 inch
31545,1.6 inch
31546,2.5 inch
31547,
31548,6.0 inch
31549,"6.7"""
31550,1 centimetre
31551,1.6 centimetre
31552,1-5
31553,
31554,
31555,12 volts
31556,12 volts
31557,
31558,153 millimetre
31559,3.5 inch
31560,7.72 centimetre
31561,7.72 centimetre
31562,18.75 centimetre
31563,"35.6"""
31564,3.3 centimetre
31565,2.83 inch
31566,3.1 centimetre
31567,12 volts
31568,13 centimetre
31569,20 centimetre
31570,20 centimetre
31571,80 centimetre
31572,6.5 centimetre
31573,13.5 centimetre
31574,3 watts
31575,3.5 volts
31576,4 inch 7 centimetre
31577,7 cm 4 inch
31578,12 centimetre
31579,15 inch
31580,15 centimetre
31581,46.5 centimetre
31582,6.85 inch
31583,13.6 centimetre
31584,75 centimetre
31585,75 centimetre
31586,4.8 inch
31587,4.8 inch
31588,7 centimetre
31589,7 centimetre
31590,7 centimetre
31591,2.55 inch
31592,5.1 inch
31593,16 centimetre
31594,41 centimetre
31595,"29.5"""
31596,19 centimetre
31597,6 centimetre
31598,180.0 grams
31599,2000 gram
31600,2000 gram
31601,7.5 centimetre
31602,75.8 millimetre
31603,75.8 millimetre
31604,about 23cm
31605,about 6.8cm
31606,80 centimetre
31607,1.2 lb
31608,25 centimetre
31609,25 centimetre
31610,70 centimetre
31611,80 centimetre
31612,24 millimetre
31613,40 millimetre
31614,5.5 centimetre
31615,37 centimetre
31616,2 centimetre
31617,2 centimetre
31618,
31619,120 volts
31620,62 watts
31621,2.56 inch
31622,0.14 kilogram
31623,5.89 inch
31624,25 cms
31625,55 millimetre
31626,55 millimetre
31627,244 centimetre
31628,12 ounce
31629,"13"""
31630,4.7 inch
31631,23.5 centimetre
31632,2.7 volt
31633,80.5 centimetre
31634,60 centimetre
31635,9.4 inch
31636,2.1 inch
31637,23.5 millimetre
31638,23.5 millimetre
31639,23.5 millimetre
31640,8 fl ounce
31641,2.04 feet
31642,"68"""
31643,
31644,12 volts
31645,255 centimetre
31646,265 centimetre
31647,117 millimetre
31648,20 centimetre
31649,5.2 centimetre
31650,3.1 inch
31651,"11.4"""
31652,2.5 centimetre
31653,14.28 ounce
31654,3.5 centimetre
31655,15 centimetre
31656,21 centimetre
31657,13 millimetre
31658,13 millimetre
31659,3.5 ounce
31660,"7"""
31661,"4.75"""
31662,1.9 inch
31663,2.8 centimetre
31664,6.5 centimetre
31665,20 centimetre
31666,27 centimetre
31667,2.95 inch
31668,9 inch
31669,20.2 centimetre
31670,3.7 inch
31671,150 centimetre
31672,1.5 inch
31673,1.9 inch
31674,12 inch
31675,1.5 inch
31676,12 inch
31677,70 millimetre
31678,1.5 inch
31679,3.8 centimetre
31680,18 centimetre
31681,10.5 centimetre
31682,65 centimetre
31683,65 centimetre
31684,15 metre
31685,
31686,400 millimetre
31687,8.4 centimetre
31688,3.3 inch
31689,17 centimetre
31690,17 centimetre
31691,
31692,0.6 inch
31693,0.6 inch
31694,0.6 inch
31695,11 centimetre
31696,9 centimetre
31697,30 centimetre
31698,17.8 centimetre
31699,9 centimetre
31700,9 centimetre
31701,9 centimetre
31702,19.6 inch
31703,28.7 inch
31704,"17.5"""
31705,
31706,1800 watts
31707,120 volts
31708,42 centimetre
31709,21.5 centimetre
31710,8 centimetre
31711, 1
31712,1 centimetre
31713,6.3 inch
31714,6.3 inch
31715,6.3 inch
31716,30 centimetre
31717,90 centimetre
31718,30.7 inch
31719,6.49 inch
31720,23 centimetre
31721,11.3cm 4.44in
31722,2.75 centimetre
31723,178.5 centimetre
31724,27 centimetre
31725,1.62 ounce
31726,3.1 centimetre
31727,1 centimetre
31728,16.5 centimetre
31729,7.5 centimetre
31730,60 millimetre
31731,60 millimetre
31732,300.0 Grams
31733,6 centimetre
31734,6 centimetre
31735,10.2 inch
31736,2.7 inch
31737,2.7 inch
31738,31 centimetre
31739,14 inch
31740,12 inch
31741,12 centimetre
31742,"19"""
31743,"950w & 25,000 rpm"
31744,"950w & 25,000 rpm"
31745,"1.27"""
31746,8.5 gram
31747,13.5 centimetre
31748,10.5 centimetre
31749,6.8 centimetre
31750,21.2 centimetre
31751,60 centimetre
31752,5 centimetre
31753,2.8 centimetre
31754,18 centimetre
31755,18 centimetre
31756,2.75 centimetre
31757,2.75 centimetre
31758,2.75 centimetre
31759,8 ounce
31760,55.1 centimetre
31761,29.2 centimetre
31762,1400 watts
31763,120 volts
31764,
31765,"13,7 centimetre"
31766,7 centimetre
31767,7 centimetre
31768,6.8 pounds
31769,500 gram
31770,18 centimetre
31771,2.2 centimetre
31772,30 centimetre
31773,30 centimetre
31774,3.5 centimetre
31775,dc 24v
31776,"2.5 x 2.5"""
31777,"4 cm, 32 centimetre"
31778,8 inch
31779,5.5 centimetre
31780,8 inch
31781,13.5 ounce
31782,17.75 gram
31783,8.6 inch
31784,5.5 inch
31785,1 lb
31786,h:25cm
31787,15 millimetre
31788,53 millimetre
31789,53 millimetre
31790,100 centimetre
31791,
31792,10 centimetre
31793,71 centimetre
31794,27.5 centimetre
31795,27.5 centimetre
31796,19.5 centimetre
31797,4.2 inch
31798,45 centimetre
31799,5.6 centimetre
31800,1.5 centimetre
31801,8.5 centimetre
31802,32.5 pounds
31803,20.5 centimetre
31804,2.3 inch
31805,1.5 centimetre
31806,9.8 inch
31807,50 centimetre
31808,"88,8 centimetre"
31809,8 ounce
31810,25 centimetre
31811,12 centimetre
31812,14 centimetre
31813,70 centimetre
31814,14 centimetre
31815,8 fl ounce
31816,0.98 inch
31817,25.4 centimetre
31818,25.4 centimetre
31819,1.18 inch
31820,2.41 inch
31821,6 ounce
31822,"1.6"""
31823,"7.2"""
31824,"15,5cm"
31825,2 centimetre
31826,2 centimetre
31827,3.15 centimetre
31828,23 millimetre
31829,32 millimetre
31830,7 centimetre
31831,52 centimetre
31832,12.6 inch
31833,11.5 inches
31834,18.5 inches
31835,31 millimetre
31836,220 millimetre
31837,103 millimetre
31838,"6,9 centimetre"
31839,13 inch
31840,110 millimetre
31841,110 millimetre
31842,3.11 inch
31843,33 centimetre
31844,33 centimetre
31845,12 volts
31846,12v 13500btu
31847,5.5 inch
31848,"16.9"""
31849,110 volts
31850,10 centimetre
31851,10 centimetre
31852,6 centimetre
31853,3 ounce
31854,15 centimetre
31855,1.41 ounce
31856,5 centimetre
31857,13.3 centimetre
31858,28.2 centimetre
31859,300 millimetre
31860,3.14 inch
31861,2.75 inch
31862,1.5 inch
31863,15.7 inch
31864,17.7 inch
31865,45 x45cm
31866,"18"""
31867,37 pounds
31868,125 centimetre
31869,215 millimetre
31870,12 inch
31871,12 inch
31872,230 litre
31873,1.5 centimetre
31874,5 centimetre
31875,20 centimetre
31876,"30"""
31877,15 centimetre
31878,11.8 centimetre
31879,11.5 centimetre
31880,85 gram
31881,18 centimetre
31882,"8,5 centimetre"
31883,120 centimetre
31884,1200 centimetre
31885,93 centimetre
31886,53 centimetre
31887,"16"""
31888,"16"""
31889,11.6 inch
31890,180 millimetre
31891,180 millimetre
31892,180 centimetre
31893,180 centimetre
31894,180 centimetre
31895,2 inch
31896,4 inch
31897,100 millimetre
31898,12.3 centimetre
31899,12.3 centimetre
31900,12 volts
31901,5 inch
31902,5 inch
31903,"19.29"""
31904,300 lb
31905,8 centimetre
31906,8 centimetre
31907,8 centimetre
31908,84 centimetre
31909,"35"""
31910,11.81 gram
31911,3 centimetre
31912, 1
31913, 1
31914,80 centimetre
31915,23.5 centimetre
31916,1.5 inch
31917,8.2 inch
31918,31.50 centimetre
31919,"1.5"""
31920,3.5 centimetre
31921,13.5 centimetre
31922,about 20cm
31923,3.5 inch
31924,220 millimetre
31925,100 millimetre
31926,680 pounds
31927,29 centimetre
31928,47 millimetre
31929,47 millimetre
31930,100 millimetre
31931,11.6 centimetre
31932,6.8 centimetre
31933,17 centimetre
31934,24 centimetre
31935,1.75 inch
31936,3.94 inch
31937,9 centimetre
31938,2.37 inch
31939,11 centimetre
31940,5.7 inch
31941,28.5 watt
31942,"28"""
31943,20 millimetre
31944,50 millimetre
31945,50 millimetre
31946,"32"""
31947,
31948,100 centimetre
31949,1.33 inch
31950,10.6 centimetre
31951,141 gram
31952,7.6 centimetre
31953,40 kilogram
31954,5.3in 13.5cm
31955,8.4 centimetre
31956,"72"""
31957,178.1 gram
31958,90 centimetre
31959,8 millimetre
31960,148 millimetre
31961,90 millimetre
31962,90 millimetre
31963,1.1 inch
31964,10 centimetre
31965,100 centimetre
31966,100 centimetre
31967,31.5 centimetre
31968,2.32 pounds
31969,
31970,4 centimetre
31971,4.1 inch
31972,21.3 inch
31973,
31974,16 centimetre
31975,"3.9"""
31976,"15.72"" 39.9cm"
31977,3.5 ounce
31978,
31979,
31980,12 centimetre
31981,5.31 inch
31982,32.2 centimetre
31983,39 centimetre
31984,12 centimetre
31985,12 centimetre
31986,12 centimetre
31987,11.8 inch
31988,11.8 inch
31989,20 volts
31990,10.82 inch
31991,7.08 inch
31992,8.08 inch
31993,33 centimetre
31994,33 centimetre
31995,59 pounds
31996,21 centimetre
31997,55 centimetre
31998,30 inches
31999,1.5 centimetre
32000,120 centimetre
32001,25 centimetre
32002,4.9 centimetre
32003,1.3 centimetre
32004,1.3 centimetre
32005,270 gram
32006,350 pounds
32007,11.88 centimetre
32008,8.75 inch
32009,1.5 centimetre
32010,30cm 10in
32011,10 inch
32012,10 centimetre
32013,71.5 millimetre
32014,7.5 millimetre
32015,50 millimetre
32016,4.8 inches
32017,8.3 inches
32018,35 centimetre
32019,6 metre
32020,6 metre
32021,
32022,22.5 gram
32023,2.8 ounce
32024,
32025,1.5 inch
32026,
32027,100 millimetre
32028,2 centimetre
32029,7.5 centimetre
32030,7.5 centimetre
32031,122 kilogram
32032,9.8 centimetre
32033,"1.57"""
32034,
32035,7.6 centimetre
32036,7.6 centimetre
32037,48 inch
32038,4 inch
32039,43 millimetre
32040,30 millimetre
32041,63 millimetre
32042,13 millimetre
32043,13 centimetre
32044,11 centimetre
32045,31 centimetre
32046,3.43 pounds
32047,10 centimetre
32048,10 centimetre
32049,57.5 centimetre
32050,35 centimetre
32051,35 centimetre
32052,11 centimetre
32053,12.2 inch
32054,12.2 inch
32055,12.2 inch
32056,"0.97"""
32057,6 centimetre
32058,13 centimetre
32059,6 centimetre
32060,70.8 centimetre
32061,32.6 inches
32062,190 millimetre
32063,190 millimetre
32064,180 millimetre
32065,29 centimetre
32066,750 millilitre
32067,9.84 centimetre
32068,5.99 centimetre
32069,5.5 centimetre
32070,"41"""
32071,15.5 centimetre
32072,3.2 inch
32073,10.1 inch
32074,40 centimetre
32075,80 centimetre
32076,5.91 inch
32077,"1"""
32078,"1"""
32079,600mm 480mm 1190mm
32080,0.58 kilogram
32081,8 centimetre
32082,220 pounds
32083,12 millimetre
32084,73 centimetre
32085,20 centimetre
32086,20 centimetre
32087,"7.1"""
32088,14 centimetre
32089,4.2 centimetre
32090,4.2 centimetre
32091,60 inch
32092,30 inch
32093,11 centimetre
32094,2.4 inch
32095,2.4 inch
32096,"42"""
32097,ç´„3cm
32098,ç´„11cm
32099,110 millimetre
32100,110 millimetre
32101,25.5 centimetre
32102,15 centimetre
32103,2 centimetre
32104,109 centimetre
32105,106.5 centimetre
32106,210 centimetre
32107,90 centimetre
32108,
32109,100 millimetre
32110,11 inch
32111,11 inch
32112,11 inch
32113,5.20 centimetre
32114,3.34 centimetre
32115,21 watts
32116,
32117,
32118,
32119,1700 watts
32120,1700 watts
32121,1.3 inch
32122,3.2 centimetre
32123,4.8 inch
32124,4.8 inch
32125,140.00 millimetre
32126,45 centimetre
